CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,salary
7.8,0,2,1,62,3.6,0,0,55,66,0,
8.4,2,3,2,90,4.6,1,1,74,88,1,
8.5,2,3,2,90,4.5,1,1,85,88,1,
7.3,0,1,0,75,4.7,1,1,67,72,1,
8.5,2,3,2,90,4.8,1,1,76,86,1,
8.3,1,3,1,87,4.5,1,0,70,82,0,
6.9,1,2,0,67,3.7,0,1,76,71,0,
7.4,0,2,1,71,4.7,0,1,79,67,0,
8.3,1,3,2,90,4.5,1,1,76,81,1,
6.8,1,2,0,74,3.9,0,0,55,62,0,
8.4,0,3,3,85,4.8,1,1,63,69,1,
6.5,1,1,0,74,4.7,1,1,82,78,0,
8.5,2,3,0,90,3.8,1,1,87,84,1,
7.5,1,2,0,76,4,0,1,59,62,1,
7.3,0,1,1,69,4.6,0,1,68,64,0,
8,1,2,2,83,4.3,1,1,72,88,0,
8.2,1,2,3,83,4.2,1,1,78,80,0,
8,0,2,1,74,4.1,1,1,57,87,1,
8.4,1,2,1,73,4.5,0,1,75,84,0,
7.7,0,2,1,68,4,1,1,57,83,1,
7.6,1,2,1,80,3.9,0,1,80,66,0,
7.7,2,2,1,84,4.7,1,1,78,82,1,
8.5,2,3,2,88,4.8,1,1,68,88,1,
8,2,3,0,83,4.1,1,1,67,83,0,
7.6,2,2,0,77,4.4,0,1,72,74,0,
7.8,2,3,0,86,4.6,1,1,74,86,1,
7.9,1,3,3,83,4.7,1,1,69,81,1,
6.5,1,1,0,87,4.8,0,0,63,66,1,
7.3,1,3,0,84,4.6,1,0,61,66,0,
8.5,2,3,2,90,4.8,1,1,75,88,1,
8.5,0,3,0,81,4.4,1,1,82,83,0,
8.6,2,3,2,88,4.8,1,1,83,80,1,
6.5,0,1,2,89,3.8,0,0,72,72,1,
8.3,1,2,2,86,4.8,1,1,58,72,1,
8,1,3,1,90,4.8,1,1,79,87,1,
6.7,0,1,1,75,3.2,0,0,55,71,0,
7.7,1,1,2,76,4.7,1,0,71,65,0,
6.6,1,3,2,90,4.6,1,1,73,65,0,
7.6,0,3,0,87,4.1,1,1,77,71,1,
8.3,1,2,0,72,3.9,1,1,74,79,1,
6.5,1,1,0,70,4.2,0,0,60,67,0,
8.2,0,3,2,76,4.7,1,1,83,85,0,
6.5,1,1,0,77,4.2,0,1,55,70,0,
8.4,1,2,0,79,3.4,1,1,72,88,1,
6.6,1,1,0,71,3,0,0,65,62,0,
7.7,1,3,0,80,4.8,1,1,73,82,0,
7.9,2,3,1,75,4.5,1,1,79,80,0,
8,0,3,2,87,4.7,1,1,78,70,1,
7.6,1,1,1,79,4.1,0,1,55,68,1,
8.1,0,2,0,73,4.7,1,1,78,67,0,
8.6,1,2,0,68,3.9,1,1,72,83,1,
8.1,1,3,0,75,4.5,0,1,71,68,1,
8.6,2,3,2,90,4.8,1,1,77,82,1,
8.5,2,3,2,85,4.7,1,0,85,83,1,
8.6,2,2,1,78,4,1,1,81,77,0,
6.8,1,2,2,70,3.8,0,1,55,67,0,
7.2,0,1,0,70,3.5,0,0,58,69,0,
8.7,1,2,2,84,4.8,1,1,84,77,1,
6.7,0,1,1,68,3.4,0,0,65,69,0,
7.8,2,3,2,90,4.5,1,1,78,83,1,
8.3,0,3,0,90,4.7,1,1,69,82,1,
7.7,1,2,0,78,4.6,1,1,73,78,1,
6.6,0,1,0,70,4.3,0,0,63,64,0,
7.5,1,1,0,90,4.6,0,1,68,73,0,
6.8,2,1,0,77,4,0,0,60,77,0,
8.4,0,3,2,69,4.5,1,1,55,84,1,
8.2,1,3,2,79,4.8,1,1,76,81,1,
7.8,2,2,1,84,4,0,1,86,73,0,
8.7,2,3,2,90,4.8,1,1,85,86,1,
7.9,0,3,1,81,4.6,0,0,66,70,0,
7.5,1,2,2,80,4.3,1,1,65,80,1,
6.5,0,1,0,62,4.6,0,0,61,66,0,
8.4,2,3,1,86,4.4,1,1,57,80,1,
6.6,1,1,1,68,3.5,0,0,64,73,1,
6.7,0,1,0,79,4.4,0,0,76,66,0,
6.7,2,1,2,71,4,0,1,55,65,0,
6.5,1,1,0,67,3.1,0,0,65,68,0,
7.5,1,1,2,67,3.5,1,1,55,64,0,
8.5,1,2,2,74,4,0,1,83,79,0,
6.7,0,1,0,63,3.8,0,0,62,63,0,
8.2,1,1,1,68,3.9,0,1,70,66,1,
8.7,2,1,2,80,3.9,0,0,68,82,0,
8.4,2,3,2,87,4.7,1,1,79,86,1,
6.9,0,2,1,82,3.9,0,1,78,59,0,
7.1,0,1,0,70,4.4,0,0,77,67,0,
7.3,0,1,0,72,4.3,0,0,55,68,0,
8.3,1,1,1,73,4.1,0,0,78,83,0,
6.5,0,1,1,85,4.2,0,1,60,77,1,
8.6,2,2,2,76,4.7,1,0,67,84,1,
7.5,0,1,1,82,3.8,0,1,62,70,0,
7,0,1,0,69,4.4,1,1,71,72,1,
7.5,1,2,1,73,4.2,1,1,72,64,0,
8.3,2,3,2,90,4.6,1,0,74,84,1,
6.5,2,1,0,75,4,0,0,55,70,0,
8,2,3,2,89,4.8,1,1,79,80,0,
7.5,1,1,0,77,4,0,1,62,67,0,
8.5,1,3,2,90,4.8,1,1,76,85,1,
9,2,3,2,90,4.8,1,1,83,88,1,
6.6,1,2,1,67,4.1,1,1,73,69,0,
7.7,1,2,1,69,3.3,1,1,68,68,0,
8,2,3,2,90,4.8,1,1,77,85,1,
6.5,2,1,0,74,4.5,0,0,63,83,0,
6.5,1,3,0,81,3.8,0,1,63,57,0,
7.2,2,2,2,87,4.4,1,1,72,70,1,
8.3,1,3,1,88,4.8,0,1,72,69,1,
7.3,1,1,0,71,4.4,0,0,55,74,1,
7.3,1,1,0,77,4,0,1,55,59,0,
7.9,2,3,2,90,4.8,1,1,82,88,1,
7.3,1,1,0,79,4.5,0,1,55,67,0,
7.7,1,1,1,64,4.5,0,0,55,65,0,
7.5,1,1,1,70,3.3,0,0,59,58,0,
7.7,0,1,2,72,4.3,1,0,82,72,0,
7.6,0,1,1,80,3.9,0,0,55,66,0,
7,1,1,1,73,4.3,1,0,74,81,0,
6.5,0,3,0,72,4.2,1,1,75,69,0,
8,2,3,2,90,4.8,1,1,80,88,1,
6.5,1,2,2,76,4.8,0,1,81,85,0,
7.5,0,2,0,68,4,0,1,67,71,1,
7.3,0,1,0,78,3.6,0,0,56,70,0,
7.5,2,2,1,68,3.7,0,0,59,62,0,
8.6,1,2,1,78,4.3,1,1,70,67,1,
8.6,2,3,2,82,4.4,1,1,64,83,1,
8.4,2,3,2,90,4.8,1,1,80,87,1,
7.5,2,1,0,69,4.5,1,0,71,69,0,
8.3,1,1,2,82,4.2,1,0,55,87,1,
8.4,0,2,0,71,3.8,1,1,56,63,0,
8.3,2,3,2,90,4.8,1,1,83,85,1,
6.5,1,1,0,67,4.3,0,1,72,67,0,
8.3,2,3,0,88,4.8,1,1,77,81,0,
7.7,1,3,2,78,4.4,1,0,83,85,0,
8.1,1,2,0,87,4.3,1,1,76,66,0,
7.9,1,2,0,77,3.8,1,1,58,78,0,
8.8,2,3,2,90,4.7,1,1,80,86,1,
7.4,1,2,1,76,4.4,1,1,79,70,0,
8.3,1,0,0,85,4.3,1,1,87,83,1,
6.5,0,3,0,77,4.2,0,0,78,61,0,
7.6,1,2,0,82,3.9,0,0,58,68,0,
8.3,1,3,2,90,4.8,1,1,88,73,1,
8.2,1,1,1,79,4.1,1,1,58,83,0,
6.8,1,2,0,80,4.5,1,1,56,67,1,
7.5,2,2,1,74,4.4,0,1,82,62,0,
7.6,0,1,0,71,3.9,0,0,59,64,0,
8.4,1,2,1,74,4.3,0,0,57,68,0,
8.4,2,3,2,90,4.5,1,1,69,81,0,
8.2,2,3,0,90,4.8,1,1,68,82,1,
7.6,0,3,2,82,4.5,0,0,78,64,1,
6.9,0,1,0,79,4.8,1,0,62,67,0,
8.4,0,1,0,85,3.7,1,1,57,71,1,
7.4,1,2,1,74,4.3,0,0,56,70,0,
7.5,1,2,0,81,4.7,0,1,56,69,0,
8.4,0,1,0,90,4.8,0,1,55,65,1,
8.3,1,3,0,90,4.7,1,1,71,86,1,
7.9,1,1,2,72,4.8,1,0,64,69,1,
8.4,0,3,2,75,4.8,1,1,55,63,0,
7.7,0,1,1,85,4.4,0,1,61,65,1,
6.8,1,1,1,78,3.8,0,0,58,68,0,
8.6,2,3,2,90,4.6,1,1,74,88,1,
7.7,2,3,0,81,4.7,1,1,66,80,1,
8.4,1,0,2,81,4.2,1,1,74,88,1,
6.5,1,1,1,76,4.8,1,0,57,79,0,
8.3,2,2,3,87,4.8,1,1,81,84,0,
7.3,2,1,0,83,3.7,1,1,60,65,1,
6.5,0,2,0,85,4.8,0,0,89,67,1,
8.2,1,2,2,80,4.4,1,1,72,83,1,
7.6,1,1,1,71,4.2,0,0,57,68,0,
8.5,2,2,2,82,4.5,1,1,55,81,0,
7.4,2,3,2,89,4.8,1,0,88,82,0,
7,2,3,2,90,4.8,1,1,90,80,1,
8.2,1,1,1,78,4,0,1,56,70,0,
6.9,1,3,2,80,4.6,1,1,73,83,1,
6.8,0,1,0,63,3.6,0,0,55,67,0,
8.5,0,3,2,90,4.8,1,1,74,64,1,
8.2,1,3,2,90,4.8,0,1,71,83,1,
6.5,1,1,1,69,3.7,1,0,62,65,0,
7.4,1,1,0,74,4.5,0,0,64,71,1,
7.9,0,2,2,87,3.9,0,1,63,69,0,
8.1,2,3,2,86,4.7,1,1,76,80,1,
8.7,2,3,0,87,4.8,1,1,76,88,1,
7.5,1,2,0,78,4.4,1,1,61,71,0,
8.2,2,3,2,90,4.7,1,1,80,86,1,
7.8,1,3,0,76,4.4,1,1,74,74,0,
6.5,1,2,0,69,4.8,0,1,56,72,0,
8.1,1,2,2,78,4.7,1,1,57,83,0,
8.3,2,3,3,89,4.5,1,1,77,88,1,
8,1,3,0,80,4,1,1,83,68,0,
7.8,1,1,0,66,3.7,1,1,62,67,1,
6.6,1,1,2,86,4.7,0,0,55,69,1,
6.8,1,3,0,83,4.4,0,1,58,63,0,
7.9,2,3,2,80,4.5,1,1,77,85,1,
7.4,1,2,0,75,3.9,0,1,69,70,1,
8.1,0,2,1,88,3.8,1,1,72,82,0,
8.2,2,3,2,82,4.4,1,1,80,83,1,
8.6,0,3,0,86,4.5,1,0,70,83,0,
8.2,2,3,0,89,4.4,1,1,84,86,0,
8.1,2,2,0,80,4.8,1,0,55,82,1,
7.4,1,3,1,84,4.5,1,1,81,73,1,
8.2,2,3,2,85,4.8,1,1,73,85,1,
8.3,1,3,2,88,4.8,1,1,74,88,1,
8,2,3,2,82,4.3,1,1,77,84,1,
6.5,1,2,1,69,3.8,0,1,56,71,0,
8.3,2,3,2,90,4.8,1,1,62,84,0,
6.5,1,2,0,76,4.3,0,0,58,66,0,
7.9,1,1,0,77,4.7,0,1,75,70,0,
8,2,3,2,90,4.8,1,1,75,83,1,
7.9,1,2,1,86,4.4,1,1,83,67,0,
6.5,1,1,0,69,3.5,0,1,55,72,0,
6.9,1,1,0,78,4.2,1,1,66,69,1,
7.9,1,3,2,90,4.8,1,0,78,83,0,
6.5,0,1,1,81,4.1,0,0,71,69,0,
8.7,2,3,2,90,4.8,1,1,71,84,1,
6.5,1,2,0,77,4.2,0,0,55,59,0,
7.4,1,2,2,82,4.3,1,1,77,72,0,
7.4,1,2,1,77,3.9,0,1,55,64,0,
7.6,1,1,1,76,3.4,0,0,55,59,0,
8.7,2,3,2,79,4.4,1,1,78,80,1,
6.5,0,1,0,73,3.6,0,0,67,70,0,
8.1,2,1,2,72,4.1,1,0,59,69,0,
8.6,1,3,2,90,4.8,1,1,78,85,1,
7.7,1,2,1,76,3.7,0,1,72,69,0,
8.4,2,3,2,89,4.1,1,1,83,80,1,
8.2,2,3,2,90,4.8,1,1,71,80,1,
7.6,2,1,0,79,4.8,1,1,55,70,0,
8,0,2,2,90,4.8,1,1,68,85,1,
8.6,1,3,0,82,4.5,0,1,55,74,0,
7.9,2,3,2,90,4.7,1,1,80,88,1,
6.7,1,1,0,80,3.8,0,1,62,64,0,
7.4,1,1,0,66,4.4,0,0,55,65,0,
7.8,1,2,1,74,4.8,1,1,69,81,0,
8.4,1,1,2,86,4.7,1,0,69,71,0,
8,2,3,2,89,4.6,1,1,80,87,1,
7.8,1,3,2,80,3.4,1,0,55,67,0,
7.4,1,1,0,79,3.6,0,1,57,71,0,
7.5,0,1,2,74,4,0,1,55,72,0,
7.7,2,3,2,90,4.8,1,1,87,88,1,
8.3,1,3,2,88,4.6,1,1,77,88,1,
8,2,3,3,85,4.8,1,1,77,81,0,
6.5,0,2,2,85,4.1,0,1,71,72,0,
8.6,2,1,0,70,4.2,0,1,56,64,0,
8.2,2,3,2,83,4.6,1,1,69,77,1,
7.6,2,2,2,60,4.4,0,0,55,61,0,
8.3,2,3,3,88,4.8,1,1,84,87,1,
8.1,2,3,2,90,4.8,1,1,75,86,1,
6.5,0,2,0,77,4.4,0,1,55,65,0,
7.8,0,1,2,68,4.5,0,0,82,85,1,
8,1,3,2,90,4.7,1,1,74,88,1,
8.2,1,3,2,90,4.8,1,1,66,84,1,
7.9,1,3,2,78,4.3,1,1,89,86,1,
8.4,1,3,0,81,3.6,1,1,78,86,1,
7.7,1,2,2,82,4.7,0,1,84,85,0,
7.8,1,2,1,70,3.9,0,1,58,70,0,
6.6,1,3,2,79,4.6,1,1,78,75,1,
7.7,1,2,0,76,4.1,1,1,60,72,0,
7.7,1,1,1,86,4.3,0,1,60,63,0,
8,1,2,1,77,4.5,0,0,61,70,0,
7.5,1,2,1,78,4.7,0,0,55,66,0,
8.3,1,2,2,85,4.6,1,1,75,81,1,
8.4,1,3,2,90,4.8,1,1,82,87,1,
7.6,0,2,1,77,4.4,1,1,64,63,1,
7.5,1,2,2,87,3.9,1,1,81,70,0,
8.3,2,3,0,90,4.7,1,1,73,77,1,
7,1,1,1,62,3.4,0,0,55,63,0,
7.9,2,3,2,90,4.8,1,1,81,86,1,
8.4,2,3,2,88,4.8,1,1,84,87,1,
7.6,1,1,0,74,4.3,0,0,58,71,0,
8.2,1,3,2,90,4.3,1,1,76,82,1,
8.1,0,3,3,88,4.3,0,1,84,83,1,
8.6,1,2,2,64,4,0,0,59,70,0,
7.7,1,1,0,77,3.7,0,0,55,64,0,
8.3,2,3,2,88,4.8,1,1,83,86,1,
6.9,2,2,2,90,4.8,0,1,85,85,1,
7.4,1,1,2,90,4.3,1,1,72,85,1,
8.3,1,1,1,71,3.9,1,0,55,59,0,
7.5,1,2,0,78,3.4,1,1,55,65,0,
6.5,1,1,1,79,4.7,0,1,59,64,0,
7.5,1,2,1,79,4.5,0,1,64,68,0,
7.4,1,3,1,68,3.4,1,1,60,74,0,
8.6,1,3,2,87,4.8,1,1,82,88,1,
8.1,2,3,2,68,4.5,1,1,76,85,0,
7.7,1,3,0,71,4.2,0,1,80,82,0,
6.8,1,1,1,71,4.3,0,1,55,62,0,
8.2,1,2,2,90,4.8,1,0,70,85,0,
6.5,0,2,0,83,4.6,1,1,55,65,0,
7.6,1,1,1,75,3.6,0,1,59,62,0,
7.5,0,1,0,74,4.5,1,1,71,80,0,
6.6,1,2,0,78,4.1,1,0,74,64,0,
8.2,0,1,3,84,4.8,1,1,88,69,1,
7.4,2,3,1,78,4.7,0,1,55,84,0,
8.7,2,2,0,89,4.5,0,1,78,71,1,
8.6,2,1,0,86,4.4,1,1,82,79,1,
8.5,1,3,2,89,4.6,1,1,79,82,0,
8.4,1,3,0,90,4.8,1,0,75,82,1,
8.2,0,2,3,90,4.8,1,1,81,88,1,
8.2,1,2,3,86,3.9,1,1,76,88,1,
8.3,2,3,2,90,4.8,1,1,76,83,1,
7.4,1,1,0,72,4.2,1,1,55,66,1,
8.3,2,3,0,82,4.5,1,1,74,70,0,
8.5,2,1,1,78,4.4,1,1,66,86,1,
8.6,0,3,2,78,4.2,1,0,62,74,0,
7.6,1,1,1,84,3.3,1,1,75,60,1,
7.4,0,2,2,83,4.5,1,1,82,71,0,
8.4,1,1,2,84,4,1,1,68,83,0,
7.2,1,1,0,73,3.8,0,0,59,65,0,
7.5,1,2,1,80,3.7,0,1,55,66,0,
6.9,0,2,0,77,4.2,0,0,70,68,0,
7.7,0,2,0,85,4,0,1,55,64,1,
8.5,1,2,2,82,4,1,0,55,74,1,
8.3,1,3,1,85,4.3,1,1,65,82,0,
8.3,0,3,2,82,4.8,1,1,73,79,1,
7.6,1,2,1,86,4.4,1,1,64,68,1,
8,2,3,0,84,4.6,1,1,88,81,0,
7,1,1,0,74,4.3,0,1,66,71,0,
7.2,1,1,1,74,3.9,0,1,57,69,0,
6.7,1,1,0,75,3.7,0,0,58,66,0,
7.3,1,2,1,68,4.6,0,1,65,70,0,
8,1,3,0,81,4.3,1,1,80,71,0,
8,2,3,2,81,3.9,1,1,79,81,0,
7.6,1,1,1,72,4.6,0,1,78,66,0,
7.4,0,2,0,75,4.4,0,1,57,67,0,
8.4,2,3,2,83,4.7,1,1,83,84,1,
6.5,1,2,1,72,4,1,1,68,76,1,
8.2,2,3,2,81,4.8,1,1,84,64,0,
8.4,2,3,2,87,4.6,1,0,83,87,1,
8.6,2,3,2,90,4.7,1,1,83,88,1,
8.6,2,3,3,83,4.6,1,0,86,84,0,
7.9,1,2,0,67,4.4,1,0,73,72,1,
8.3,2,3,2,88,4.8,1,1,66,83,1,
7.7,1,1,1,74,4.5,0,0,55,62,0,
8,0,2,0,76,4.6,1,1,56,87,1,
7.9,1,3,3,80,4.1,1,1,71,84,1,
7.8,1,3,0,79,4.8,1,1,72,79,0,
8.5,1,2,0,73,4.2,0,1,55,61,0,
7.7,2,2,2,75,4.2,0,1,71,83,0,
8.4,2,2,2,84,4.7,1,1,85,82,1,
7.5,1,3,0,83,4.2,1,1,75,80,0,
7.9,1,2,0,82,4.2,1,1,79,86,1,
7.4,1,1,0,80,4.3,0,1,58,69,1,
6.9,1,1,1,72,3.6,0,0,61,59,0,
7.9,1,2,1,81,4.8,0,1,74,65,0,
8.4,2,3,2,90,4.8,1,1,82,79,1,
8.4,1,3,0,73,4.7,1,1,72,73,0,
7.8,1,3,2,90,4.8,1,1,75,86,1,
7.7,0,1,1,72,4.1,0,1,55,64,0,
8.3,1,3,1,79,4.3,1,1,55,84,0,
8.5,1,3,2,80,4.6,1,1,74,68,1,
8.3,2,3,2,90,4.8,1,1,81,88,1,
7.5,1,3,1,72,4.2,1,0,90,80,0,
6.5,1,3,2,77,4.5,0,1,73,67,1,
8.6,2,3,0,87,4.7,1,1,76,73,0,
6.9,1,2,2,77,4.2,1,1,77,86,0,
8.2,2,3,0,81,4.8,1,0,85,80,1,
8.2,2,3,2,76,4.8,1,0,71,83,0,
7.4,1,3,0,84,4.6,0,0,64,84,0,
8.4,0,3,2,83,4,1,0,62,64,1,
7.7,0,1,0,67,4,0,0,57,69,0,
8.1,1,2,0,83,3.9,0,0,85,60,0,
8.6,0,2,2,83,3.9,1,1,70,85,0,
8.5,1,1,1,77,4.5,1,1,57,66,0,
8.2,2,3,2,90,4.8,1,1,85,88,1,
8.2,2,3,2,90,4.8,1,1,82,88,1,
8.7,2,3,2,81,4.6,1,1,79,85,1,
7.3,2,3,2,78,4.7,0,1,70,88,0,
7.9,2,3,0,90,4.8,1,1,89,86,1,
7.9,1,1,0,73,4,0,1,62,64,0,
8.4,1,2,0,81,4,0,1,55,59,1,
6.5,1,2,1,72,4.4,0,0,55,63,0,
7.5,1,2,0,60,3.6,0,1,55,67,0,
7.8,0,2,2,87,4.6,1,1,85,86,1,
8.1,2,1,0,90,4.5,1,1,88,84,0,
7.8,1,3,2,90,4.8,1,1,83,88,1,
7.5,1,1,0,77,4.6,0,0,79,72,0,
6.6,1,1,1,67,4.1,0,1,63,67,0,
6.9,1,1,0,74,4.5,0,1,57,63,0,
6.8,1,1,1,75,4.3,0,1,55,67,0,
7.7,1,1,0,80,3.3,0,0,55,67,0,
7.5,1,3,2,78,4.8,0,1,68,69,0,
6.7,0,1,1,85,4.2,1,1,68,64,1,
6.5,1,3,1,75,4.5,0,0,60,64,0,
8.3,1,3,0,90,4.8,1,1,81,86,1,
8.6,2,3,2,90,4.8,1,1,82,81,1,
6.5,1,2,1,61,3.9,0,1,55,66,0,
6.8,1,1,0,77,4.2,1,1,64,64,0,
6.7,1,2,0,74,4.6,1,1,55,68,1,
7.6,1,1,0,81,4.1,0,1,55,68,0,
8.4,2,3,2,89,4.5,1,1,78,82,1,
6.5,1,2,1,83,4.1,0,1,77,72,0,
8.4,2,3,0,90,4.7,1,0,76,83,1,
8.2,1,2,0,81,4.8,0,1,55,70,0,
7.6,1,1,1,73,3.9,0,0,65,70,0,
7.5,1,1,0,82,4.5,0,1,62,72,0,
8.3,2,3,2,85,4.8,1,1,80,88,1,
6.5,1,2,1,76,4.1,1,0,56,70,0,
7.8,1,1,1,72,4.6,1,1,60,60,0,
6.8,1,1,0,73,3.1,0,1,72,66,0,
8.6,1,3,2,82,4.8,1,1,90,85,1,
7.8,1,2,1,83,4.6,0,1,79,66,1,
6.8,2,3,2,84,4.8,1,1,81,88,1,
8,1,3,0,85,4.8,1,1,86,75,0,
7.7,1,1,2,76,4.6,0,1,76,66,0,
8.6,2,3,2,76,4.2,1,1,81,84,1,
8,2,3,2,83,4.5,1,0,79,81,0,
7.3,1,1,0,77,3.7,0,0,55,65,0,
8.9,1,3,0,83,4.8,1,1,77,76,1,
7.7,1,1,1,73,4.2,0,0,55,67,0,
8.2,0,2,1,75,4.4,1,1,73,67,1,
6.9,1,1,1,84,4.7,1,0,55,73,0,
8.8,1,3,2,89,4.5,1,1,73,85,1,
6.8,1,1,1,69,3.7,0,0,63,65,0,
6.5,1,2,0,83,4.6,0,1,55,73,0,
8.1,2,3,0,90,4.7,1,1,86,88,1,
7.7,1,1,0,78,3.8,0,1,55,68,0,
8.6,1,3,3,88,4.6,1,1,79,85,1,
6.5,1,1,0,68,3.8,0,1,59,59,0,
7.9,2,3,2,79,4.3,1,0,68,82,1,
8.3,2,3,2,90,4.3,1,1,75,84,0,
7.1,1,2,1,84,4.3,1,1,75,82,0,
6.5,1,2,0,84,4.6,1,1,57,66,0,
7.8,0,1,2,74,4.3,0,1,59,84,0,
8.3,2,3,2,87,4.7,1,1,79,80,1,
7.1,1,1,0,63,4.2,0,1,55,69,0,
8.3,1,3,2,90,4.5,1,1,68,82,1,
8.7,2,3,3,90,4.8,1,1,77,86,1,
8.5,1,2,1,66,3.9,0,1,63,72,0,
6.8,1,2,0,68,4.1,1,1,58,71,0,
7.4,0,1,0,79,4.2,1,1,61,65,0,
7.6,0,3,2,87,4.7,1,0,80,84,1,
7.5,1,2,1,71,4.1,0,1,58,65,0,
8.3,1,1,0,70,4.6,1,1,79,84,0,
9.1,2,3,2,90,4.8,1,1,74,82,1,
8.1,1,3,2,75,4.7,1,1,76,68,0,
7.6,0,2,0,85,4.2,1,1,81,83,1,
8.6,1,2,2,88,4.3,1,1,71,82,1,
8,0,2,1,89,4.3,0,1,55,75,0,
7.5,1,2,0,64,3.8,0,0,55,67,0,
7.5,0,1,0,63,4.3,1,1,55,64,0,
7.3,0,2,0,71,3.5,0,1,67,68,0,
7,0,3,3,76,4.5,1,1,87,81,1,
7.5,1,1,1,70,4.4,0,0,59,69,0,
6.5,1,2,0,76,3.7,0,0,56,67,0,
8.3,1,2,0,77,3.8,1,1,63,80,0,
6.9,1,1,2,72,3.8,1,1,71,83,0,
8.1,2,3,2,90,4.8,1,1,90,86,1,
7.6,1,2,0,72,4.2,0,1,59,65,1,
6.8,1,1,0,74,4.3,0,1,55,66,0,
8.4,2,3,2,90,4.8,1,1,69,88,1,
7,1,2,0,73,4.5,0,1,55,80,0,
6.9,2,3,3,86,4.8,1,1,73,82,1,
7.3,1,1,1,80,3.8,0,0,71,71,0,
8.3,2,3,2,90,4.8,1,1,82,85,1,
6.9,1,1,0,78,3.9,1,1,73,62,0,
8.3,2,2,2,80,4.5,1,1,68,79,1,
7.2,1,1,1,72,3.7,0,0,57,65,0,
8.1,2,2,2,90,3.7,1,1,64,82,1,
7.7,1,1,2,71,4,0,1,56,64,0,
8.4,2,3,2,90,4.7,1,1,89,86,1,
6.6,0,1,0,67,3.3,0,1,55,69,0,
6.8,2,1,2,75,4.6,1,1,74,82,0,
7.8,2,3,2,90,4.7,1,1,70,84,1,
6.9,1,2,0,73,4.2,1,1,74,63,0,
7.6,1,3,2,85,4.4,1,1,69,61,1,
6.5,0,1,1,80,3.2,0,0,71,60,0,
7.8,2,3,2,86,4.2,1,0,83,81,1,
7.6,2,1,1,74,3.8,1,1,61,83,0,
8.3,0,3,2,90,4.7,1,1,85,88,1,
7.3,2,1,2,86,3.8,0,1,71,67,0,
7.8,2,2,2,88,4.3,1,1,75,82,0,
7.6,1,2,0,72,4.4,0,1,57,64,0,
7.8,1,3,1,79,3.7,0,0,55,67,0,
6.5,1,1,1,76,4.3,1,0,60,63,0,
7.5,0,1,0,82,4.4,0,1,58,85,0,
6.6,0,3,2,87,4.3,0,0,69,69,0,
6.9,2,1,0,73,4,0,1,84,67,0,
7.4,1,1,0,60,3.8,0,0,55,63,0,
7.5,1,1,1,63,3.7,0,1,57,66,0,
8,2,3,2,90,4.8,1,1,77,86,1,
8.3,2,3,2,90,4.8,1,1,80,81,1,
8.5,2,2,2,90,4.4,1,1,74,85,1,
6.5,1,1,1,66,4,0,1,60,73,0,
8.6,1,3,2,82,4.6,1,1,75,84,1,
8.2,2,3,2,90,4.8,1,1,86,82,1,
6.7,1,2,1,79,3.9,0,1,82,83,0,
6.5,1,1,1,84,4,1,1,68,81,1,
7.5,2,3,0,81,3.9,1,1,65,65,0,
7.6,0,2,1,74,4.8,1,1,81,72,1,
7.6,0,1,1,77,4.3,0,1,55,63,0,
7.5,1,1,1,77,4.6,0,0,56,67,0,
8,1,2,1,80,4.3,1,1,74,88,0,
8.2,2,3,2,90,4.6,1,1,78,85,1,
6.5,1,1,0,78,4,0,0,55,71,0,
7,1,1,0,81,3.6,0,1,55,70,0,
8.4,2,3,1,84,4.5,1,1,83,79,1,
8.4,2,1,0,90,4.6,1,1,72,82,0,
7,1,1,1,70,3.3,0,1,55,68,0,
8.7,1,2,2,77,4.5,1,1,75,68,1,
7.4,1,1,1,65,4.3,0,0,63,66,0,
7.9,1,2,1,86,3.8,1,1,73,87,0,
8.1,1,3,1,82,4.6,1,1,78,75,1,
6.5,0,1,0,64,4.1,0,0,56,69,0,
8.5,2,1,0,86,4.7,1,1,64,83,0,
8.2,1,3,2,89,4.8,1,1,77,83,1,
7.6,2,3,0,76,4.8,1,1,71,85,0,
8.2,1,3,2,81,4.5,1,0,70,83,1,
7.6,1,1,1,68,4,0,0,57,63,0,
8.3,0,2,2,72,4,1,1,74,79,0,
7.5,1,2,0,89,4.5,1,1,79,83,1,
8,2,3,0,90,4.4,1,1,78,85,1,
7.8,2,3,0,83,4.4,1,0,85,83,0,
8.6,2,3,2,88,4.8,1,1,76,85,1,
6.7,1,1,0,85,4,0,1,58,71,0,
7.6,0,1,0,83,3.7,0,0,76,69,0,
7.6,1,1,0,74,4.1,0,0,55,59,0,
7.7,1,3,3,88,4.8,1,0,75,85,0,
8.1,1,1,0,86,4.8,0,1,61,82,1,
7.8,1,2,0,82,3.9,1,1,86,66,0,
7.4,1,1,0,82,4.5,1,1,79,68,0,
7.7,1,1,1,74,4.3,0,1,58,65,0,
7.7,1,1,1,69,3.9,1,1,55,71,0,
6.8,1,2,2,83,4.5,1,1,77,64,1,
7.4,2,3,1,89,4.6,1,1,59,64,0,
6.5,1,2,1,69,4.1,1,0,55,68,0,
7.6,1,3,2,84,4.6,1,1,79,76,1,
